2024-06-10 15:05:28,309 || Prediciton/Actual: 6/7.
2024-06-10 15:05:28,309 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,309 || Prediciton/Actual: 5/9.
2024-06-10 15:05:28,309 || Prediciton/Actual: 2/5.
2024-06-10 15:05:28,309 || Prediciton/Actual: 7/7.
2024-06-10 15:05:28,309 || Prediciton/Actual: 7/1.
2024-06-10 15:05:28,313 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,313 || Prediciton/Actual: 5/5.
2024-06-10 15:05:28,313 || Prediciton/Actual: 5/6.
2024-06-10 15:05:28,313 || Prediciton/Actual: 4/7.
2024-06-10 15:05:28,313 || Prediciton/Actual: 3/7.
2024-06-10 15:05:28,313 || Prediciton/Actual: 6/1.
2024-06-10 15:05:28,316 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,316 || Prediciton/Actual: 2/5.
2024-06-10 15:05:28,316 || Prediciton/Actual: 5/9.
2024-06-10 15:05:28,316 || Prediciton/Actual: 3/3.
2024-06-10 15:05:28,316 || Prediciton/Actual: 4/5.
2024-06-10 15:05:28,316 || Prediciton/Actual: 6/1.
2024-06-10 15:05:28,320 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,320 || Prediciton/Actual: 5/3.
2024-06-10 15:05:28,320 || Prediciton/Actual: 5/9.
2024-06-10 15:05:28,320 || Prediciton/Actual: 6/1.
2024-06-10 15:05:28,320 || Prediciton/Actual: 3/7.
2024-06-10 15:05:28,320 || Prediciton/Actual: 6/5.
2024-06-10 15:05:28,323 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,323 || Prediciton/Actual: 5/3.
2024-06-10 15:05:28,323 || Prediciton/Actual: 2/3.
2024-06-10 15:05:28,323 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,323 || Prediciton/Actual: 6/2.
2024-06-10 15:05:28,323 || Prediciton/Actual: 6/0.
2024-06-10 15:05:28,349 || Prediciton/Actual: 2/5.
2024-06-10 15:05:28,349 || Prediciton/Actual: 8/6.
2024-06-10 15:05:28,349 || Prediciton/Actual: 6/5.
2024-06-10 15:05:28,349 || Prediciton/Actual: 7/8.
2024-06-10 15:05:28,349 || Prediciton/Actual: 9/6.
2024-06-10 15:05:28,349 || Prediciton/Actual: 3/7.
2024-06-10 15:05:28,351 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,351 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,351 || Prediciton/Actual: 9/7.
2024-06-10 15:05:28,351 || Prediciton/Actual: 5/0.
2024-06-10 15:05:28,351 || Prediciton/Actual: 4/4.
2024-06-10 15:05:28,351 || Prediciton/Actual: 3/8.
2024-06-10 15:05:28,354 || Prediciton/Actual: 2/1.
2024-06-10 15:05:28,354 || Prediciton/Actual: 2/1.
2024-06-10 15:05:28,354 || Prediciton/Actual: 7/4.
2024-06-10 15:05:28,354 || Prediciton/Actual: 9/3.
2024-06-10 15:05:28,354 || Prediciton/Actual: 5/6.
2024-06-10 15:05:28,354 || Prediciton/Actual: 3/2.
2024-06-10 15:05:28,356 || Prediciton/Actual: 2/1.
2024-06-10 15:05:28,356 || Prediciton/Actual: 8/5.
2024-06-10 15:05:28,356 || Prediciton/Actual: 3/4.
2024-06-10 15:05:28,356 || Prediciton/Actual: 5/3.
2024-06-10 15:05:28,356 || Prediciton/Actual: 5/4.
2024-06-10 15:05:28,356 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,358 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,358 || Prediciton/Actual: 5/4.
2024-06-10 15:05:28,358 || Prediciton/Actual: 6/5.
2024-06-10 15:05:28,358 || Prediciton/Actual: 5/2.
2024-06-10 15:05:28,358 || Prediciton/Actual: 6/3.
2024-06-10 15:05:28,358 || Prediciton/Actual: 3/3.
2024-06-10 15:05:28,374 || Prediciton/Actual: 2/9.
2024-06-10 15:05:28,374 || Prediciton/Actual: 8/5.
2024-06-10 15:05:28,374 || Prediciton/Actual: 4/9.
2024-06-10 15:05:28,374 || Prediciton/Actual: 3/4.
2024-06-10 15:05:28,374 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,374 || Prediciton/Actual: 9/1.
2024-06-10 15:05:28,376 || Prediciton/Actual: 8/5.
2024-06-10 15:05:28,376 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,376 || Prediciton/Actual: 6/9.
2024-06-10 15:05:28,376 || Prediciton/Actual: 6/0.
2024-06-10 15:05:28,376 || Prediciton/Actual: 0/1.
2024-06-10 15:05:28,376 || Prediciton/Actual: 3/2.
2024-06-10 15:05:28,378 || Prediciton/Actual: 8/3.
2024-06-10 15:05:28,378 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,378 || Prediciton/Actual: 9/2.
2024-06-10 15:05:28,378 || Prediciton/Actual: 4/7.
2024-06-10 15:05:28,378 || Prediciton/Actual: 7/7.
2024-06-10 15:05:28,378 || Prediciton/Actual: 3/6.
2024-06-10 15:05:28,380 || Prediciton/Actual: 2/5.
2024-06-10 15:05:28,380 || Prediciton/Actual: 8/1.
2024-06-10 15:05:28,380 || Prediciton/Actual: 5/8.
2024-06-10 15:05:28,380 || Prediciton/Actual: 6/3.
2024-06-10 15:05:28,380 || Prediciton/Actual: 7/7.
2024-06-10 15:05:28,380 || Prediciton/Actual: 3/0.
2024-06-10 15:05:28,382 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,382 || Prediciton/Actual: 8/6.
2024-06-10 15:05:28,382 || Prediciton/Actual: 9/3.
2024-06-10 15:05:28,382 || Prediciton/Actual: 6/0.
2024-06-10 15:05:28,382 || Prediciton/Actual: 7/5.
2024-06-10 15:05:28,382 || Prediciton/Actual: 3/2.
2024-06-10 15:05:28,397 || Prediciton/Actual: 5/8.
2024-06-10 15:05:28,397 || Prediciton/Actual: 2/5.
2024-06-10 15:05:28,397 || Prediciton/Actual: 7/0.
2024-06-10 15:05:28,397 || Prediciton/Actual: 3/0.
2024-06-10 15:05:28,397 || Prediciton/Actual: 7/0.
2024-06-10 15:05:28,397 || Prediciton/Actual: 3/6.
2024-06-10 15:05:28,399 || Prediciton/Actual: 8/6.
2024-06-10 15:05:28,399 || Prediciton/Actual: 2/6.
2024-06-10 15:05:28,399 || Prediciton/Actual: 4/7.
2024-06-10 15:05:28,399 || Prediciton/Actual: 5/5.
2024-06-10 15:05:28,399 || Prediciton/Actual: 6/6.
2024-06-10 15:05:28,399 || Prediciton/Actual: 3/8.
2024-06-10 15:05:28,402 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,402 || Prediciton/Actual: 4/1.
2024-06-10 15:05:28,402 || Prediciton/Actual: 4/8.
2024-06-10 15:05:28,402 || Prediciton/Actual: 5/9.
2024-06-10 15:05:28,402 || Prediciton/Actual: 7/5.
2024-06-10 15:05:28,402 || Prediciton/Actual: 3/5.
2024-06-10 15:05:28,404 || Prediciton/Actual: 8/7.
2024-06-10 15:05:28,404 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,404 || Prediciton/Actual: 5/1.
2024-06-10 15:05:28,404 || Prediciton/Actual: 6/7.
2024-06-10 15:05:28,404 || Prediciton/Actual: 6/2.
2024-06-10 15:05:28,404 || Prediciton/Actual: 3/2.
2024-06-10 15:05:28,406 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,406 || Prediciton/Actual: 8/5.
2024-06-10 15:05:28,406 || Prediciton/Actual: 4/2.
2024-06-10 15:05:28,406 || Prediciton/Actual: 6/7.
2024-06-10 15:05:28,406 || Prediciton/Actual: 7/0.
2024-06-10 15:05:28,406 || Prediciton/Actual: 3/4.
2024-06-10 15:05:28,421 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,421 || Prediciton/Actual: 2/3.
2024-06-10 15:05:28,421 || Prediciton/Actual: 7/9.
2024-06-10 15:05:28,421 || Prediciton/Actual: 3/7.
2024-06-10 15:05:28,421 || Prediciton/Actual: 7/1.
2024-06-10 15:05:28,421 || Prediciton/Actual: 5/9.
2024-06-10 15:05:28,423 || Prediciton/Actual: 2/6.
2024-06-10 15:05:28,423 || Prediciton/Actual: 8/4.
2024-06-10 15:05:28,423 || Prediciton/Actual: 7/0.
2024-06-10 15:05:28,423 || Prediciton/Actual: 7/3.
2024-06-10 15:05:28,423 || Prediciton/Actual: 5/0.
2024-06-10 15:05:28,423 || Prediciton/Actual: 3/4.
2024-06-10 15:05:28,425 || Prediciton/Actual: 8/6.
2024-06-10 15:05:28,425 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,425 || Prediciton/Actual: 5/7.
2024-06-10 15:05:28,425 || Prediciton/Actual: 6/0.
2024-06-10 15:05:28,425 || Prediciton/Actual: 7/9.
2024-06-10 15:05:28,425 || Prediciton/Actual: 3/8.
2024-06-10 15:05:28,427 || Prediciton/Actual: 2/1.
2024-06-10 15:05:28,427 || Prediciton/Actual: 8/7.
2024-06-10 15:05:28,427 || Prediciton/Actual: 7/6.
2024-06-10 15:05:28,427 || Prediciton/Actual: 6/8.
2024-06-10 15:05:28,427 || Prediciton/Actual: 5/3.
2024-06-10 15:05:28,427 || Prediciton/Actual: 3/3.
2024-06-10 15:05:28,430 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,430 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,430 || Prediciton/Actual: 9/4.
2024-06-10 15:05:28,430 || Prediciton/Actual: 7/8.
2024-06-10 15:05:28,430 || Prediciton/Actual: 6/6.
2024-06-10 15:05:28,430 || Prediciton/Actual: 3/7.
2024-06-10 15:05:28,444 || Prediciton/Actual: 8/0.
2024-06-10 15:05:28,444 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,444 || Prediciton/Actual: 4/5.
2024-06-10 15:05:28,444 || Prediciton/Actual: 6/9.
2024-06-10 15:05:28,444 || Prediciton/Actual: 3/9.
2024-06-10 15:05:28,444 || Prediciton/Actual: 5/3.
2024-06-10 15:05:28,446 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,446 || Prediciton/Actual: 8/5.
2024-06-10 15:05:28,446 || Prediciton/Actual: 5/2.
2024-06-10 15:05:28,446 || Prediciton/Actual: 4/4.
2024-06-10 15:05:28,446 || Prediciton/Actual: 6/6.
2024-06-10 15:05:28,446 || Prediciton/Actual: 3/5.
2024-06-10 15:05:28,449 || Prediciton/Actual: 5/3.
2024-06-10 15:05:28,449 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,449 || Prediciton/Actual: 5/6.
2024-06-10 15:05:28,449 || Prediciton/Actual: 6/1.
2024-06-10 15:05:28,449 || Prediciton/Actual: 6/7.
2024-06-10 15:05:28,449 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,451 || Prediciton/Actual: 5/5.
2024-06-10 15:05:28,451 || Prediciton/Actual: 2/2.
2024-06-10 15:05:28,451 || Prediciton/Actual: 5/5.
2024-06-10 15:05:28,451 || Prediciton/Actual: 7/5.
2024-06-10 15:05:28,451 || Prediciton/Actual: 6/5.
2024-06-10 15:05:28,451 || Prediciton/Actual: 3/8.
2024-06-10 15:05:28,453 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,453 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,453 || Prediciton/Actual: 5/0.
2024-06-10 15:05:28,453 || Prediciton/Actual: 9/8.
2024-06-10 15:05:28,453 || Prediciton/Actual: 6/7.
2024-06-10 15:05:28,453 || Prediciton/Actual: 3/7.
2024-06-10 15:05:28,473 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,473 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,473 || Prediciton/Actual: 6/3.
2024-06-10 15:05:28,473 || Prediciton/Actual: 6/6.
2024-06-10 15:05:28,473 || Prediciton/Actual: 3/2.
2024-06-10 15:05:28,473 || Prediciton/Actual: 9/8.
2024-06-10 15:05:28,475 || Prediciton/Actual: 8/5.
2024-06-10 15:05:28,475 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,475 || Prediciton/Actual: 6/8.
2024-06-10 15:05:28,475 || Prediciton/Actual: 7/1.
2024-06-10 15:05:28,475 || Prediciton/Actual: 7/8.
2024-06-10 15:05:28,475 || Prediciton/Actual: 3/4.
2024-06-10 15:05:28,477 || Prediciton/Actual: 2/8.
2024-06-10 15:05:28,477 || Prediciton/Actual: 2/0.
2024-06-10 15:05:28,477 || Prediciton/Actual: 5/1.
2024-06-10 15:05:28,477 || Prediciton/Actual: 6/3.
2024-06-10 15:05:28,477 || Prediciton/Actual: 7/7.
2024-06-10 15:05:28,477 || Prediciton/Actual: 3/0.
2024-06-10 15:05:28,479 || Prediciton/Actual: 8/6.
2024-06-10 15:05:28,479 || Prediciton/Actual: 2/3.
2024-06-10 15:05:28,479 || Prediciton/Actual: 5/9.
2024-06-10 15:05:28,480 || Prediciton/Actual: 4/5.
2024-06-10 15:05:28,480 || Prediciton/Actual: 3/0.
2024-06-10 15:05:28,480 || Prediciton/Actual: 3/4.
2024-06-10 15:05:28,482 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,482 || Prediciton/Actual: 5/2.
2024-06-10 15:05:28,482 || Prediciton/Actual: 5/2.
2024-06-10 15:05:28,482 || Prediciton/Actual: 4/3.
2024-06-10 15:05:28,482 || Prediciton/Actual: 6/6.
2024-06-10 15:05:28,482 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,513 || Prediciton/Actual: 2/1.
2024-06-10 15:05:28,513 || Prediciton/Actual: 2/4.
2024-06-10 15:05:28,513 || Prediciton/Actual: 6/1.
2024-06-10 15:05:28,513 || Prediciton/Actual: 4/1.
2024-06-10 15:05:28,513 || Prediciton/Actual: 3/1.
2024-06-10 15:05:28,513 || Prediciton/Actual: 9/7.
2024-06-10 15:05:28,515 || Prediciton/Actual: 5/4.
2024-06-10 15:05:28,515 || Prediciton/Actual: 2/1.
2024-06-10 15:05:28,515 || Prediciton/Actual: 4/3.
2024-06-10 15:05:28,515 || Prediciton/Actual: 5/5.
2024-06-10 15:05:28,515 || Prediciton/Actual: 6/8.
2024-06-10 15:05:28,515 || Prediciton/Actual: 3/2.
2024-06-10 15:05:28,517 || Prediciton/Actual: 2/9.
2024-06-10 15:05:28,517 || Prediciton/Actual: 2/7.
2024-06-10 15:05:28,517 || Prediciton/Actual: 4/4.
2024-06-10 15:05:28,517 || Prediciton/Actual: 5/8.
2024-06-10 15:05:28,517 || Prediciton/Actual: 5/9.
